* Generated by rew_pipeline.py (source UUID a5e9af94-77a9-4614-b030-74790d74babe, calibrated to its own SPL at 100 Hz)
* Measurement: L.nofdw.clean-fdw8
* Dated: 2026-Sep-12 16:09:58
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
295.898438 69.365 -67.2190
296.264648 69.629 163.3951
296.630859 70.244 29.3646
296.997070 70.749 -102.4958
297.363281 71.457 124.3045
297.729492 72.100 -8.0263
298.095703 72.667 -141.3657
298.461914 73.041 84.6201
298.828125 73.590 -49.2198
299.194336 74.295 175.6137
299.560547 74.680 40.8040
299.926758 75.192 -94.1188
300.292969 75.594 128.9198
300.659180 75.980 -7.6871
301.025391 76.139 -144.5513
301.391602 76.266 79.1982
301.757812 76.212 -58.6302
302.124023 76.226 164.2533
302.490234 76.080 28.0514
302.856445 75.774 -107.3744
303.222656 75.477 116.1328
303.588867 75.186 -18.9992
303.955078 74.902 -153.5354
304.321289 74.431 71.8037
304.687500 74.234 -63.0344
305.053711 74.187 162.6082
305.419922 73.809 28.8926
305.786133 73.560 -105.2553
306.152344 73.098 121.0301
306.518555 72.854 -14.9417
306.884766 72.699 -148.1065
307.250977 72.314 74.8979
307.617188 71.933 -59.4738
307.983398 71.322 165.9663
308.349609 70.645 31.1967
308.715820 69.708 -101.3608
309.082031 68.792 122.2351
309.448242 67.646 -10.0995
309.814453 66.918 -138.2960
310.180664 65.589 94.8983
310.546875 64.843 -30.7887
310.913086 65.028 -155.3025
311.279297 65.396 76.7533
311.645508 65.856 -47.6879
312.011719 66.369 178.4593
312.377930 67.124 44.0202
312.744141 67.100 -87.0324
313.110352 66.455 135.4122
313.476562 66.534 0.7811
313.842773 66.268 -131.2370
314.208984 65.329 94.3905
314.575195 64.235 -34.4837
314.941406 63.252 -162.6157
315.307617 63.062 71.6279
315.673828 63.369 -44.1173
316.040039 63.958 -168.7732
316.406250 65.410 61.2719
316.772461 66.749 -65.2490
317.138672 67.693 159.8795
317.504883 68.740 27.7793
317.871094 69.659 -107.8843
318.237305 70.502 115.0594
318.603516 70.725 -20.6779
318.969727 71.102 -159.1288
319.335938 71.446 65.1271
319.702148 71.810 -70.1968
320.068359 71.825 154.5417
320.434570 72.016 16.0307
320.800781 72.172 -119.7018
321.166992 72.279 104.0076
321.533203 72.060 -30.4695
321.899414 72.181 -169.4925
322.265625 72.125 54.5005
322.631836 71.869 -81.7232
322.998047 71.756 141.2649
323.364258 71.924 4.3513
323.730469 71.580 -130.4390
324.096680 71.413 90.7713
324.462891 71.063 -46.8396
324.829102 70.657 177.4049
325.195312 70.314 40.6713
325.561523 69.741 -97.2333
325.927734 69.251 127.4675
326.293945 68.522 -9.5509
326.660156 67.910 -145.8062
327.026367 66.796 76.4537
327.392578 65.744 -59.4353
327.758789 64.880 170.1750
328.125000 64.171 35.7870
328.491211 63.021 -91.8533
328.857422 62.033 140.4780
329.223633 61.624 12.3797
329.589844 62.422 -112.7677
329.956055 62.695 117.3968
330.322266 63.513 -13.7044
330.688477 63.251 -147.3746
331.054688 64.870 76.6453
331.420898 65.037 -53.6931
331.787109 65.573 169.7168
332.153320 66.896 31.1214
332.519531 66.947 -103.8845
332.885742 67.411 120.7973
333.251953 67.800 -17.2800
333.618164 68.269 -155.8777
333.984375 68.439 65.4430
334.350586 68.927 -70.5366
334.716797 69.041 151.3105
335.083008 69.336 14.5803
335.449219 69.538 -121.7831
335.815430 69.893 100.8732
336.181641 70.102 -35.5739
336.547852 70.302 -173.4614
336.914062 70.627 49.8658
337.280273 70.950 -87.0482
337.646484 71.287 138.1834
338.012695 71.506 0.4680
338.378906 72.028 -133.8896
338.745117 72.190 87.6490
339.111328 72.502 -46.5762
339.477539 72.719 176.2556
339.843750 73.095 38.6035
340.209961 73.323 -97.5823
340.576172 73.643 125.0769
340.942383 73.634 -11.2630
341.308594 73.827 -148.2357
341.674805 73.810 75.9658
342.041016 73.882 -60.7384
342.407227 73.789 163.3447
342.773438 73.945 26.9548
343.139648 73.883 -107.1478
343.505859 73.805 118.1464
343.872070 73.688 -17.7053
344.238281 73.966 -153.8088
344.604492 73.850 72.1825
344.970703 73.789 -63.6186
345.336914 73.730 160.9215
345.703125 73.836 25.4352
346.069336 73.428 -109.8934
346.435547 73.282 115.8389
346.801758 73.003 -18.7713
347.167969 72.784 -151.0045
347.534180 72.427 73.4894
347.900391 72.294 -59.5489
348.266602 72.213 166.8783
348.632812 71.823 37.2383
348.999023 71.892 -97.2341
349.365234 71.519 130.5243
349.731445 71.444 -3.8165
350.097656 71.416 -134.7157
350.463867 71.182 93.5809
350.830078 71.208 -37.7783
351.196289 70.778 -167.1304
351.562500 70.862 60.0986
351.928711 71.099 -70.0101
352.294922 71.164 160.1169
352.661133 71.158 28.1729
353.027344 71.539 -102.7909
353.393555 71.600 125.6372
353.759766 72.159 -7.0414
354.125977 72.397 -137.3465
354.492188 72.288 87.3151
354.858398 73.235 -39.6742
355.224609 72.445 -177.7478
355.590820 73.615 55.0047
355.957031 74.338 -81.9058
356.323242 74.339 139.8696
356.689453 74.647 8.3271
357.055664 74.801 -120.6520
357.421875 74.474 105.3667
357.788086 74.409 -29.0370
358.154297 74.774 -161.4437
358.520508 74.782 65.5704
358.886719 75.103 -66.6704
359.252930 75.382 160.2909
359.619141 75.375 26.9922
359.985352 75.827 -106.3155
360.351562 75.980 120.6441
360.717773 76.324 -13.3289
361.083984 76.601 -147.3177
361.450195 76.774 78.4330
361.816406 76.964 -55.6192
362.182617 77.078 170.0703
362.548828 77.397 35.4876
362.915039 77.552 -99.2443
363.281250 77.518 124.8412
363.647461 77.549 -8.8911
364.013672 77.774 -145.2937
364.379883 77.602 80.7789
364.746094 77.541 -54.4518
365.112305 77.394 169.6200
365.478516 77.251 36.0550
365.844727 76.916 -98.8705
366.210938 76.511 127.4336
366.577148 76.179 -6.4717
366.943359 75.985 -139.2594
367.309570 75.687 87.8471
367.675781 75.457 -44.2848
368.041992 75.386 -176.8892
368.408203 75.062 51.5407
368.774414 74.987 -80.5553
369.140625 74.994 147.7480
369.506836 74.882 15.3740
369.873047 74.824 -116.2895
370.239258 74.968 111.1350
370.605469 75.060 -21.3137
370.971680 75.052 -154.3830
371.337891 75.328 72.8621
371.704102 75.448 -60.4446
372.070312 75.429 164.5912
372.436523 75.377 31.8381
372.802734 75.315 -103.5822
373.168945 75.198 121.5199
373.535156 74.975 -12.7805
373.901367 74.614 -145.0893
374.267578 74.174 79.2881
374.633789 73.705 -52.3758
375.000000 73.392 175.1932
375.366211 72.995 43.5471
375.732422 72.529 -86.3475
376.098633 72.432 143.8648
376.464844 72.650 13.9940
376.831055 72.452 -116.4460
377.197266 72.835 112.7286
377.563477 73.153 -19.7332
377.929688 73.428 -152.0148
378.295898 73.737 73.4507
378.662109 73.944 -58.6251
379.028320 74.087 166.9280
379.394531 74.325 31.9624
379.760742 74.257 -102.8837
380.126953 74.363 122.8277
380.493164 74.006 -12.5887
380.859375 73.993 -148.9826
381.225586 73.581 75.8014
381.591797 73.085 -58.6551
381.958008 72.629 167.8428
382.324219 72.106 32.4474
382.690430 71.413 -98.4447
383.056641 70.839 129.3320
383.422852 70.225 -3.4572
383.789062 69.768 -132.8183
384.155273 69.684 95.8908
384.521484 69.292 -32.8612
384.887695 69.112 -162.2656
385.253906 69.112 67.0578
385.620117 68.952 -63.3502
385.986328 69.216 164.6114
386.352539 69.191 33.0983
386.718750 69.529 -99.5451
387.084961 69.355 126.5345
387.451172 69.420 -6.6323
387.817383 69.323 -140.6716
388.183594 69.735 85.5511
388.549805 69.212 -48.3583
388.916016 69.105 177.9992
389.282227 69.053 42.7477
389.648438 68.454 -92.4264
390.014648 68.202 132.5635
390.380859 67.703 -2.2997
390.747070 66.997 -139.0549
391.113281 66.216 87.1866
391.479492 65.518 -48.5229
391.845703 64.180 175.0260
392.211914 63.247 43.5997
392.578125 61.409 -92.9803
392.944336 60.268 134.1553
393.310547 57.559 -5.5985
393.676758 54.879 -132.0864
394.042969 50.964 103.1585
394.409180 39.255 -42.5320
394.775391 44.986 -22.9416
395.141602 52.714 -145.3766
395.507812 56.244 86.3600
395.874023 57.676 -55.1310
396.240234 60.584 172.3927
396.606445 62.600 36.3783
396.972656 63.799 -93.2055
397.338867 64.491 131.7676
397.705078 65.416 -7.2616
398.071289 66.264 -140.1891
398.437500 66.838 85.2309
398.803711 67.443 -49.5749
399.169922 67.584 177.0450
399.536133 67.936 45.1773
399.902344 68.404 -87.3829
400.268555 68.705 137.8590
400.634766 69.188 3.8375
401.000977 69.590 -129.9526
401.367188 70.022 98.0667
401.733398 70.580 -37.7423
402.099609 70.673 -171.5546
402.465820 70.941 52.6442
402.832031 71.133 -82.3038
403.198242 71.121 144.6278
403.564453 70.753 8.0253
403.930664 70.834 -127.0340
404.296875 70.423 98.8811
404.663086 69.996 -34.4943
405.029297 69.444 -166.5811
405.395508 68.876 61.4222
405.761719 68.291 -66.3281
406.127930 67.795 164.5586
406.494141 67.858 38.3379
406.860352 67.689 -89.5806
407.226562 68.329 145.0263
407.592773 68.900 17.4685
407.958984 69.461 -110.1281
408.325195 70.152 119.4865
408.691406 71.044 -10.5516
409.057617 71.841 -139.8849
409.423828 72.724 85.5075
409.790039 73.485 -46.3752
410.156250 74.172 179.9824
410.522461 74.701 46.1508
410.888672 75.200 -88.3783
411.254883 75.857 137.3097
411.621094 76.295 2.6859
411.987305 76.664 -131.9668
412.353516 77.149 93.6964
412.719727 77.396 -41.4593
413.085938 77.786 -175.7337
413.452148 77.948 48.9300
413.818359 78.256 -85.3458
414.184570 78.435 139.6600
414.550781 78.644 5.1249
414.916992 78.876 -130.5707
415.283203 79.058 94.3482
415.649414 79.145 -40.7133
416.015625 79.135 -176.4564
416.381836 79.228 48.2331
416.748047 79.195 -86.6679
417.114258 79.150 138.5487
417.480469 79.002 2.8421
417.846680 78.747 -131.6781
418.212891 78.628 94.5819
418.579102 78.400 -39.4885
418.945312 78.208 -172.9641
419.311523 77.885 53.4419
419.677734 77.806 -79.0457
420.043945 77.644 147.9544
420.410156 77.403 15.1801
420.776367 77.262 -117.1659
421.142578 77.256 109.3654
421.508789 77.026 -22.5631
421.875000 77.091 -155.2856
422.241211 76.980 73.5031
422.607422 76.974 -59.6355
422.973633 77.177 168.3511
423.339844 77.108 35.7130
423.706055 77.291 -96.7887
424.072266 77.349 129.7246
424.438477 77.353 -2.6431
424.804688 77.574 -136.0249
425.170898 77.556 90.8050
425.537109 77.581 -42.9192
425.903320 77.706 -175.6252
426.269531 77.845 50.9094
426.635742 77.919 -82.9016
427.001953 78.120 143.5509
427.368164 78.176 9.9195
427.734375 78.307 -124.2049
428.100586 78.442 100.8863
428.466797 78.612 -33.5181
428.833008 78.751 -168.0957
429.199219 78.710 55.7622
429.565430 78.785 -79.8189
429.931641 78.731 144.4292
430.297852 78.683 8.0224
430.664062 78.540 -128.5302
431.030273 78.327 95.1041
431.396484 78.065 -41.2932
431.762695 77.676 -178.0670
432.128906 77.320 44.9334
432.495117 76.766 -91.4504
432.861328 76.061 131.2310
433.227539 75.487 -4.7625
433.593750 74.599 -140.9062
433.959961 73.437 83.2355
434.326172 72.304 -52.1897
434.692383 71.044 173.5510
435.058594 69.465 41.2060
435.424805 68.136 -89.8621
435.791016 66.938 141.4701
436.157227 66.231 13.6760
436.523438 65.099 -114.1980
436.889648 64.546 120.0826
437.255859 63.593 -8.9599
437.622070 63.495 -135.4886
437.988281 62.829 94.9048
438.354492 62.424 -32.4293
438.720703 61.597 -162.5553
439.086914 60.585 68.3180
439.453125 60.281 -56.6445
439.819336 59.260 173.2818
440.185547 58.984 48.1577
440.551758 58.080 -74.8204
440.917969 56.525 165.8117
441.284180 57.447 46.6040
441.650391 57.729 -74.1028
442.016602 59.229 163.0265
442.382812 60.677 41.6565
442.749023 62.074 -84.4590
443.115234 63.411 145.5128
443.481445 64.724 13.0446
443.847656 65.842 -120.7912
444.213867 66.446 104.4893
444.580078 67.223 -26.6859
444.946289 67.917 -160.3157
445.312500 68.783 63.8984
445.678711 69.074 -70.5385
446.044922 69.794 156.7222
446.411133 69.896 22.2407
446.777344 70.404 -113.6365
447.143555 70.264 114.1349
447.509766 70.671 -20.7886
447.875977 71.225 -154.7970
448.242188 71.519 69.9326
448.608398 71.853 -65.2825
448.974609 72.039 159.3352
449.340820 72.414 23.6381
449.707031 72.289 -112.9860
450.073242 72.458 112.1718
450.439453 72.525 -24.9555
450.805664 72.663 -160.8845
451.171875 72.697 61.4881
451.538086 72.530 -77.0686
451.904297 72.254 144.6610
452.270508 71.932 5.3458
452.636719 71.463 -133.9428
453.002930 70.725 87.6303
453.369141 70.028 -54.0998
453.735352 69.050 166.7021
454.101562 67.836 23.8920
454.467773 66.686 -120.4840
454.833984 65.081 93.9504
455.200195 63.272 -52.4609
455.566406 61.844 153.0804
455.932617 61.034 -3.0166
456.298828 61.070 -162.6017
456.665039 62.268 42.7247
457.031250 63.321 -104.0422
457.397461 65.381 110.2777
457.763672 65.794 -27.3114
458.129883 66.874 -168.9593
458.496094 67.637 53.0148
458.862305 68.259 -84.9542
459.228516 68.730 135.1686
459.594727 69.313 -0.8196
459.960938 69.497 -137.4069
460.327148 69.656 89.3242
460.693359 69.538 -44.6760
461.059570 69.951 -177.9342
461.425781 70.255 47.8093
461.791992 70.467 -85.5031
462.158203 70.469 142.5690
462.524414 71.073 8.2310
462.890625 71.296 -124.0042
463.256836 71.659 103.9687
463.623047 72.114 -28.3647
463.989258 72.662 -161.9743
464.355469 72.912 65.7133
464.721680 73.392 -68.2489
465.087891 73.864 156.5068
465.454102 74.216 21.6195
465.820312 74.586 -111.9868
466.186523 74.763 111.8971
466.552734 74.785 -22.4435
466.918945 74.991 -157.6510
467.285156 75.179 66.6987
467.651367 75.051 -67.0303
468.017578 75.150 157.0616
468.383789 75.276 23.2865
468.750000 75.045 -110.7435
469.116211 75.083 114.6352
469.482422 74.944 -20.1172
469.848633 74.881 -154.2020
470.214844 74.759 73.1861
470.581055 74.682 -60.5675
470.947266 74.591 166.6962
471.313477 74.561 33.2928
471.679688 74.582 -101.4430
472.045898 74.411 126.5149
472.412109 74.434 -8.3735
472.778320 74.274 -142.6081
473.144531 74.189 84.8142
473.510742 74.092 -49.1551
473.876953 73.962 179.1626
474.243164 73.938 45.0676
474.609375 74.003 -87.6214
474.975586 74.138 138.6252
475.341797 74.007 4.1387
475.708008 74.014 -129.4544
476.074219 74.172 95.9314
476.440430 74.044 -40.4253
476.806641 73.893 -174.7972
477.172852 73.806 49.7954
477.539062 73.473 -87.8364
477.905273 73.029 138.3233
478.271484 72.786 2.0717
478.637695 72.285 -134.3461
479.003906 71.693 91.0517
479.370117 71.251 -46.7571
479.736328 70.410 179.3050
480.102539 69.475 41.5219
480.468750 68.624 -93.6068
480.834961 67.482 131.4561
481.201172 66.250 -4.0491
481.567383 64.087 -136.7351
481.933594 62.428 87.5038
482.299805 61.076 -47.0437
482.666016 58.591 -174.8044
483.032227 53.833 54.1267
483.398438 48.497 -61.9920
483.764648 42.637 -131.9695
484.130859 50.151 131.7114
484.497070 54.135 6.2423
484.863281 55.718 -121.5571
485.229492 56.443 91.8481
485.595703 58.002 -27.1118
485.961914 57.757 -158.5159
486.328125 57.937 72.1800
486.694336 56.930 -48.1762
487.060547 57.987 -178.9523
487.426758 59.662 58.1895
487.792969 59.956 -68.0171
488.159180 61.665 170.1136
488.525391 62.699 37.9482
488.891602 64.107 -85.8019
489.257812 65.848 138.7450
489.624023 66.526 9.3731
489.990234 67.818 -123.6819
490.356445 68.658 103.1059
490.722656 69.004 -31.7350
491.088867 69.993 -163.3800
491.455078 70.520 62.3443
491.821289 71.198 -70.8348
492.187500 71.784 155.8387
492.553711 72.306 21.9137
492.919922 72.916 -111.7303
493.286133 73.370 114.8430
493.652344 73.937 -18.9358
494.018555 74.349 -152.6447
494.384766 74.757 74.1612
494.750977 75.206 -59.5694
495.117188 75.680 166.1165
495.483398 76.008 32.7388
495.849609 76.409 -101.0949
496.215820 76.666 125.2251
496.582031 77.134 -8.6769
496.948242 77.505 -142.6294
497.314453 77.754 82.5191
497.680664 78.067 -51.9731
498.046875 78.471 174.1246
498.413086 78.647 38.7090
498.779297 78.754 -95.8617
499.145508 78.978 129.2416
499.511719 79.098 -4.6743
499.877930 79.190 -138.6338
500.244141 79.385 86.2550
500.610352 79.453 -47.8695
500.976562 79.549 177.1343
501.342773 79.554 42.9563
501.708984 79.594 -91.5031
502.075195 79.588 134.4301
502.441406 79.529 -0.2388
502.807617 79.390 -134.7598
503.173828 79.305 91.1965
503.540039 79.211 -42.6933
503.906250 78.917 -176.3037
504.272461 78.854 50.4350
504.638672 78.698 -82.9326
505.004883 78.423 145.9047
505.371094 78.215 12.6344
505.737305 78.171 -119.6215
506.103516 78.199 108.2872
506.469727 78.115 -23.9141
506.835938 78.086 -156.1039
507.202148 78.192 72.1519
507.568359 78.163 -60.3741
507.934570 78.231 168.2924
508.300781 78.240 35.4396
508.666992 78.402 -97.1254
509.033203 78.445 130.2655
509.399414 78.525 -1.8629
509.765625 78.663 -134.6256
510.131836 78.827 92.0445
510.498047 78.911 -41.2029
510.864258 78.986 -174.5527
511.230469 79.041 51.8591
511.596680 79.197 -81.7306
511.962891 79.079 144.5112
512.329102 79.126 10.1990
512.695312 78.927 -123.4648
513.061523 78.875 103.1118
513.427734 78.588 -31.0186
513.793945 78.343 -163.8736
514.160156 78.224 63.7364
514.526367 78.062 -69.2376
514.892578 77.637 159.4890
515.258789 77.499 27.5547
515.625000 77.634 -104.2787
515.991211 77.576 124.1402
516.357422 77.576 -7.9356
516.723633 77.497 -139.7838
517.089844 77.595 87.7490
517.456055 77.703 -44.0662
517.822266 77.880 -177.4444
518.188477 77.874 50.4604
518.554688 77.839 -83.4997
518.920898 77.978 142.3194
519.287109 77.692 9.0750
519.653320 77.650 -123.8524
520.019531 77.551 102.3320
520.385742 77.397 -31.1003
520.751953 76.873 -164.8174
521.118164 76.677 62.7514
521.484375 76.456 -69.1518
521.850586 75.983 158.5379
522.216797 75.600 28.0658
522.583008 75.097 -101.9598
522.949219 75.218 128.0062
523.315430 75.056 -1.8596
523.681641 75.027 -130.8511
524.047852 75.169 98.0661
524.414062 75.468 -31.8062
524.780273 75.593 -163.2666
525.146484 75.761 64.8078
525.512695 76.058 -68.5354
525.878906 76.207 159.7348
526.245117 76.203 27.2381
526.611328 76.194 -104.9927
526.977539 76.245 122.0536
527.343750 76.229 -10.1322
527.709961 76.113 -142.1009
528.076172 76.173 86.8252
528.442383 76.218 -45.2481
528.808594 76.314 -176.8123
529.174805 76.385 51.5864
529.541016 76.496 -81.2189
529.907227 76.731 147.3593
530.273438 76.771 14.9594
530.639648 76.906 -117.7032
531.005859 77.021 109.7692
531.372070 76.958 -22.8891
531.738281 77.071 -154.9304
532.104492 77.274 72.5748
532.470703 77.265 -60.9187
532.836914 77.407 166.9116
533.203125 77.423 33.4758
533.569336 77.582 -99.7327
533.935547 77.643 128.2685
534.301758 77.823 -5.8184
534.667969 77.736 -138.8178
535.034180 77.812 88.4338
535.400391 77.842 -45.7046
535.766602 77.664 -178.8995
536.132812 77.847 47.9449
536.499023 77.749 -85.2939
536.865234 77.612 139.9971
537.231445 77.584 5.9639
537.597656 77.371 -127.3533
537.963867 77.178 98.7373
538.330078 76.868 -35.1288
538.696289 76.518 -169.4774
539.062500 76.155 58.0087
539.428711 75.585 -74.6298
539.794922 75.291 153.1068
540.161133 74.914 21.5061
540.527344 74.282 -108.9622
540.893555 73.846 120.0925
541.259766 73.543 -9.9400
541.625977 73.453 -139.4613
541.992188 72.944 92.5585
542.358398 72.893 -38.4818
542.724609 72.938 -168.7386
543.090820 72.919 62.0526
543.457031 72.646 -68.0914
543.823242 72.792 162.3990
544.189453 72.865 32.1577
544.555664 72.925 -97.2324
544.921875 72.776 132.7386
545.288086 72.755 2.4686
545.654297 73.236 -126.1205
546.020508 73.440 104.5409
546.386719 73.665 -25.4931
546.752930 74.023 -155.5271
547.119141 74.501 75.0418
547.485352 74.973 -56.8272
547.851562 75.568 171.6309
548.217773 76.100 40.1414
548.583984 76.526 -91.6869
548.950195 77.004 135.9469
549.316406 77.386 3.0184
549.682617 77.906 -129.0324
550.048828 78.294 96.8411
550.415039 78.754 -36.4522
550.781250 79.150 -170.3495
551.147461 79.519 55.3345
551.513672 79.845 -78.5165
551.879883 80.169 146.2816
552.246094 80.428 11.3027
552.612305 80.607 -123.2953
552.978516 80.774 101.3537
553.344727 80.955 -33.2905
553.710938 81.021 -167.5549
554.077148 81.064 56.6830
554.443359 81.127 -77.4574
554.809570 81.064 147.1874
555.175781 81.045 12.3642
555.541992 80.951 -122.6776
555.908203 80.844 102.8589
556.274414 80.604 -31.5842
556.640625 80.415 -165.7827
557.006836 80.328 60.1361
557.373047 80.217 -73.6144
557.739258 79.962 152.6050
558.105469 79.740 18.3752
558.471680 79.586 -114.6415
558.837891 79.555 111.0065
559.204102 79.451 -22.1660
559.570312 79.248 -156.0011
559.936523 78.964 70.1582
560.302734 78.754 -62.6686
560.668945 78.509 163.6616
561.035156 78.321 30.6307
561.401367 78.159 -102.6148
561.767578 77.826 124.6857
562.133789 77.769 -8.0160
562.500000 77.756 -140.3573
562.866211 77.699 86.0267
563.232422 77.589 -46.6244
563.598633 77.549 -179.8877
563.964844 77.523 46.8764
564.331055 77.343 -86.3509
564.697266 77.367 140.0706
565.063477 77.433 5.5917
565.429688 77.418 -127.9300
565.795898 77.426 96.1610
566.162109 77.358 -38.5825
566.528320 77.269 -173.9426
566.894531 77.143 50.3329
567.260742 76.908 -84.9537
567.626953 76.631 139.2357
567.993164 76.659 2.4530
568.359375 76.141 -133.7608
568.725586 75.897 88.3855
569.091797 75.548 -48.9684
569.458008 74.853 174.5721
569.824219 74.310 36.2648
570.190430 73.660 -101.9843
570.556641 72.734 120.1233
570.922852 71.989 -18.6049
571.289062 71.188 -157.7341
571.655273 70.129 63.1712
572.021484 69.163 -75.4109
572.387695 68.240 142.2198
572.753906 67.148 -0.5889
573.120117 65.712 -142.5182
573.486328 65.552 73.0421
573.852539 65.204 -74.4734
574.218750 65.135 136.1401
574.584961 65.333 -9.7105
574.951172 65.729 -154.8741
575.317383 66.118 58.1454
575.683594 66.602 -82.2223
576.049805 67.639 132.9116
576.416016 67.701 -5.4195
576.782227 68.407 -148.1400
577.148438 68.323 72.3824
577.514648 68.958 -64.3301
577.880859 69.203 155.7010
578.247070 69.789 18.5025
578.613281 69.495 -118.9270
578.979492 69.544 100.7670
579.345703 69.227 -36.0115
579.711914 68.683 -173.4831
580.078125 68.346 46.0580
580.444336 67.428 -88.2175
580.810547 66.195 134.1684
581.176758 65.177 -1.8092
581.542969 63.119 -135.7460
581.909180 61.334 93.4362
582.275391 58.531 -41.4900
582.641602 54.986 -159.5095
583.007812 51.842 98.7804
583.374023 52.652 23.5709
583.740234 59.085 -101.9921
584.106445 62.078 134.2362
584.472656 63.675 1.2185
584.838867 65.690 -137.1251
585.205078 67.401 91.1144
585.571289 68.309 -43.4171
585.937500 69.728 -178.1656
586.303711 70.175 43.6943
586.669922 71.348 -89.5731
587.036133 71.764 132.4324
587.402344 72.632 -3.5093
587.768555 72.958 -139.4184
588.134766 73.265 85.4397
588.500977 73.438 -50.6068
588.867188 73.586 175.9313
589.233398 73.701 41.0461
589.599609 73.919 -93.4526
589.965820 73.950 130.8729
590.332031 73.947 -2.0837
590.698242 74.048 -135.1720
591.064453 74.059 90.2895
591.430664 74.328 -43.3704
591.796875 74.388 -176.1423
592.163086 74.530 49.1139
592.529297 74.632 -84.3727
592.895508 74.766 140.9527
593.261719 74.736 5.0509
593.627930 74.673 -129.7411
593.994141 74.641 96.0907
594.360352 74.460 -38.5291
594.726562 74.092 -172.6053
595.092773 73.615 51.6332
595.458984 73.118 -79.5940
595.825195 72.958 147.2930
596.191406 72.251 13.1423
596.557617 71.912 -116.5552
596.923828 71.318 110.0597
597.290039 70.866 -20.2351
597.656250 70.229 -150.3534
598.022461 69.665 79.6889
598.388672 69.082 -45.1243
598.754883 68.575 -175.1367
599.121094 69.065 59.9605
599.487305 68.938 -65.7093
599.853516 69.590 166.4299
600.219727 70.048 39.1866
600.585938 70.362 -89.2866
600.952148 71.091 141.0028
601.318359 71.703 14.1657
601.684570 72.527 -116.8743
602.050781 73.139 113.0556
602.416992 74.088 -17.3661
602.783203 74.740 -151.8931
603.149414 75.634 76.1796
603.515625 76.446 -57.2335
603.881836 76.997 168.5467
604.248047 77.724 33.7783
604.614258 78.249 -100.9165
604.980469 78.841 123.2104
605.346680 79.199 -12.6967
605.712891 79.504 -147.8865
606.079102 79.728 76.5236
606.445312 80.013 -59.3113
606.811523 80.147 165.2857
607.177734 80.338 29.2484
607.543945 80.532 -105.9205
607.910156 80.474 118.7658
608.276367 80.472 -17.3742
608.642578 80.454 -153.1178
