* Generated by rew_pipeline.py (source UUID 3345a9fc-2b9f-4cd3-b89a-36b93d3c0b7d, calibrated to its own SPL at 100 Hz)
* Measurement: R.nofdw.clean-fdw6
* Dated: 2026-Sep-12 16:19:00
* Note: ; Copy of R.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from RLand L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY -0.0108 ms (-3.7 mm, -0.15 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.2 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20804.077148 69.005 77.1761
20804.443359 68.602 -51.8444
20804.809570 69.018 177.5488
20805.175781 69.102 45.8978
20805.541992 69.029 -87.0955
20805.908203 69.566 140.4404
20806.274414 69.595 6.1739
20806.640625 69.766 -123.1234
20807.006836 69.681 105.2882
20807.373047 69.732 -28.3854
20807.739258 69.772 -159.5946
20808.105469 69.996 66.3254
20808.471680 69.750 -65.6761
20808.837891 69.775 162.2353
20809.204102 69.924 31.9066
20809.570312 70.166 -100.5577
20809.936523 70.219 126.1219
20810.302734 70.214 -5.3136
20810.668945 70.149 -135.6981
20811.035156 70.056 91.8279
20811.401367 69.970 -41.3496
20811.767578 70.191 -173.0527
20812.133789 69.932 55.4475
20812.500000 69.905 -78.5705
20812.866211 70.034 149.3539
20813.232422 70.176 19.5286
20813.598633 69.954 -113.6716
20813.964844 70.125 114.7972
20814.331055 70.385 -16.1980
20814.697266 70.259 -145.5585
20815.063477 70.195 80.1016
20815.429688 70.498 -52.2252
20815.795898 70.534 177.0451
20816.162109 70.263 44.0650
20816.528320 70.351 -86.8456
20816.894531 70.528 141.6022
20817.260742 70.777 8.4933
20817.626953 70.805 -122.3837
20817.993164 70.869 104.7723
20818.359375 70.955 -26.6511
20818.725586 71.146 -160.8221
20819.091797 70.988 66.4653
20819.458008 70.873 -65.4973
20819.824219 70.891 162.1246
20820.190430 71.113 29.3871
20820.556641 71.184 -102.7986
20820.922852 71.238 124.1226
20821.289062 71.323 -8.3971
20821.655273 71.215 -139.0961
20822.021484 70.922 87.9110
20822.387695 71.074 -45.2676
20822.753906 71.187 -177.4395
20823.120117 71.275 49.5869
20823.486328 71.454 -82.9292
20823.852539 70.865 146.6507
20824.218750 71.078 13.4928
20824.584961 70.764 -120.2458
20824.951172 71.047 108.2635
20825.317383 71.218 -23.0345
20825.683594 70.826 -156.7559
20826.049805 71.127 73.5382
20826.416016 70.289 -61.7291
20826.782227 70.517 168.4149
20827.148438 70.478 34.8674
20827.514648 70.394 -98.8413
20827.880859 70.511 134.7017
20828.247070 70.142 -1.1728
20828.613281 70.280 -132.5926
20828.979492 70.288 95.7578
20829.345703 70.246 -36.1999
20829.711914 70.144 -166.9628
20830.078125 70.225 60.8298
20830.444336 69.892 -68.7748
20830.810547 70.243 157.1522
20831.176758 70.256 25.8204
20831.542969 69.831 -102.4701
20831.909180 70.326 123.5637
20832.275391 69.793 -8.7499
20832.641602 70.460 -141.2573
20833.007812 70.446 89.6976
20833.374023 70.430 -42.3084
20833.740234 70.542 -175.5229
20834.106445 70.728 52.5566
20834.472656 70.676 -80.7889
20834.838867 70.723 146.6374
20835.205078 70.604 14.9402
20835.571289 70.717 -116.2049
20835.937500 70.760 109.7382
20836.303711 70.828 -23.1529
20836.669922 71.156 -155.7171
20837.036133 71.179 74.1648
20837.402344 70.959 -59.9903
20837.768555 70.959 167.5532
20838.134766 70.723 31.9097
20838.500977 70.426 -98.5386
20838.867188 70.622 128.4777
20839.233398 70.647 -3.1418
20839.599609 70.618 -137.0031
20839.965820 70.313 89.6325
20840.332031 70.259 -43.3571
20840.698242 70.034 -174.5697
20841.064453 70.063 54.3609
20841.430664 69.780 -78.5782
20841.796875 69.649 149.1127
20842.163086 69.178 17.6330
20842.529297 69.418 -115.6051
20842.895508 69.116 111.6186
20843.261719 68.524 -17.5918
20843.627930 68.714 -148.0748
20843.994141 68.595 80.8171
20844.360352 68.870 -51.6512
20844.726562 68.044 178.2327
20845.092773 68.057 48.2601
20845.458984 68.317 -82.9149
20845.825195 67.787 145.7468
20846.191406 68.242 16.3190
20846.557617 67.799 -115.5778
20846.923828 67.878 113.2864
20847.290039 67.987 -17.5707
20847.656250 68.439 -149.1025
20848.022461 68.303 78.8870
20848.388672 68.376 -50.1582
20848.754883 68.499 175.8341
20849.121094 68.895 45.2811
20849.487305 68.613 -84.1916
20849.853516 68.936 141.0068
20850.219727 68.790 10.7950
20850.585938 69.033 -121.4855
20850.952148 68.732 105.4007
20851.318359 69.100 -26.9893
20851.684570 69.381 -158.2335
20852.050781 69.081 68.9189
20852.416992 68.586 -64.0075
20852.783203 69.078 164.5773
20853.149414 69.195 31.4471
20853.515625 68.609 -104.2411
20853.881836 68.553 129.0952
20854.248047 68.817 -7.0711
20854.614258 68.808 -137.3682
20854.980469 68.653 88.4596
20855.346680 68.707 -40.6719
20855.712891 68.751 -170.5584
20856.079102 68.985 53.9027
20856.445312 68.483 -77.8266
20856.811523 68.422 152.5729
20857.177734 68.346 19.3357
20857.543945 67.950 -117.0314
20857.910156 68.290 115.9597
20858.276367 68.135 -16.2464
20858.642578 68.170 -145.3959
20859.008789 67.984 80.2329
20859.375000 68.071 -50.1590
20859.741211 67.715 177.0364
20860.107422 68.338 47.5418
20860.473633 68.106 -85.2906
20860.839844 68.174 147.6434
20861.206055 68.020 13.2123
20861.572266 67.899 -121.2899
20861.938477 68.286 110.4644
20862.304688 68.148 -21.8446
20862.670898 68.293 -154.2785
20863.037109 68.030 73.6401
20863.403320 68.196 -58.3099
20863.769531 67.918 168.2510
20864.135742 67.802 36.0238
20864.501953 67.510 -96.7826
20864.868164 67.851 136.3187
20865.234375 67.467 5.5016
20865.600586 67.270 -127.8778
20865.966797 67.262 99.0931
20866.333008 67.362 -31.4553
20866.699219 67.149 -163.9839
20867.065430 67.148 67.2402
20867.431641 67.276 -64.8081
20867.797852 67.325 162.7471
20868.164062 66.568 28.0178
20868.530273 66.855 -100.4414
20868.896484 67.019 129.4116
20869.262695 66.799 -1.5748
20869.628906 67.406 -133.1959
20869.995117 67.391 96.5074
20870.361328 67.457 -34.8640
20870.727539 66.702 -166.6324
20871.093750 66.731 64.6109
20871.459961 67.023 -65.4184
20871.826172 67.873 163.5597
20872.192383 66.958 30.4134
20872.558594 67.364 -102.0296
20872.924805 67.167 128.2755
20873.291016 67.094 -0.0532
20873.657227 67.616 -132.1792
20874.023438 67.697 95.6077
20874.389648 67.472 -35.2492
20874.755859 68.210 -169.1822
20875.122070 68.797 60.1399
20875.488281 68.161 -70.9342
20875.854492 68.398 156.6040
20876.220703 68.700 26.9246
20876.586914 68.871 -105.1570
20876.953125 68.916 121.6357
20877.319336 69.146 -9.4268
20877.685547 69.311 -144.3180
20878.051758 69.902 84.2505
20878.417969 69.748 -47.8886
20878.784180 69.766 -178.8020
20879.150391 69.996 48.9242
20879.516602 69.773 -83.9980
20879.882812 69.810 144.1188
20880.249023 69.979 9.6275
20880.615234 70.098 -119.9557
20880.981445 70.191 105.1568
20881.347656 70.436 -28.1533
20881.713867 70.338 -159.6992
20882.080078 70.512 69.3525
20882.446289 70.233 -65.0584
20882.812500 69.997 162.5118
20883.178711 70.164 30.3210
20883.544922 70.442 -102.5890
20883.911133 70.067 125.5707
20884.277344 70.124 -8.4105
20884.643555 69.756 -138.4897
20885.009766 69.862 90.3200
20885.375977 69.873 -41.0469
20885.742188 69.810 -175.5852
20886.108398 69.578 54.2176
20886.474609 69.971 -78.2527
20886.840820 69.818 151.5781
20887.207031 69.940 18.6379
20887.573242 69.988 -114.3758
20887.939453 69.343 114.7961
20888.305664 69.989 -15.9974
20888.671875 69.975 -149.0135
20889.038086 69.922 76.8586
20889.404297 69.893 -53.0611
20889.770508 69.898 177.0189
20890.136719 70.328 44.9365
20890.502930 70.067 -89.1739
20890.869141 69.999 139.3721
20891.235352 70.187 8.6261
20891.601562 70.062 -123.7324
20891.967773 70.251 102.6192
20892.333984 70.472 -28.9165
20892.700195 70.551 -159.6696
20893.066406 70.402 67.4439
20893.432617 70.592 -63.7940
20893.798828 70.804 162.1956
20894.165039 70.174 32.5598
20894.531250 70.491 -102.7403
20894.897461 70.344 126.4049
20895.263672 70.319 -6.2637
20895.629883 70.194 -138.1324
20895.996094 70.233 89.4700
20896.362305 70.247 -44.9695
20896.728516 70.534 -176.3288
20897.094727 70.391 52.8076
20897.460938 70.433 -78.1088
20897.827148 69.863 149.4393
20898.193359 70.221 18.3143
20898.559570 69.913 -114.8012
20898.925781 69.909 115.2377
20899.291992 69.755 -18.5670
20899.658203 69.967 -150.5312
20900.024414 70.229 79.5247
20900.390625 70.369 -51.5865
20900.756836 70.426 174.1932
20901.123047 70.349 42.9676
20901.489258 70.455 -87.8369
20901.855469 70.121 140.5945
20902.221680 70.538 7.9420
20902.587891 70.105 -123.0009
20902.954102 70.445 104.2722
20903.320312 70.640 -29.4888
20903.686523 70.205 -161.4333
20904.052734 70.725 68.3471
20904.418945 70.536 -65.7853
20904.785156 70.809 161.8900
20905.151367 70.769 29.5355
20905.517578 70.867 -102.6437
20905.883789 70.607 126.5720
20906.250000 70.833 -8.9495
20906.616211 71.054 -140.5144
20906.982422 70.894 86.9699
20907.348633 70.723 -47.2899
20907.714844 71.224 -174.9080
20908.081055 70.981 49.5793
20908.447266 71.293 -81.6712
20908.813477 71.307 142.6692
20909.179688 71.070 10.6444
20909.545898 71.209 -121.5707
20909.912109 70.615 103.7810
20910.278320 70.713 -25.4634
20910.644531 70.353 -161.7436
20911.010742 70.620 66.6816
20911.376953 70.484 -65.8627
20911.743164 70.581 162.5065
20912.109375 70.217 25.9001
20912.475586 70.226 -102.6819
20912.841797 70.240 122.8065
20913.208008 69.948 -8.5179
20913.574219 69.569 -141.2224
20913.940430 69.562 85.8456
20914.306641 69.654 -46.4791
20914.672852 68.806 -175.6789
20915.039062 68.489 50.8552
20915.405273 68.677 -82.7658
20915.771484 68.067 150.9867
20916.137695 68.240 11.5265
20916.503906 67.915 -115.1126
20916.870117 68.084 112.1243
20917.236328 67.776 -19.4275
20917.602539 67.772 -148.9764
20917.968750 67.883 77.2411
20918.334961 67.376 -53.8691
20918.701172 67.298 173.9793
20919.067383 67.363 44.4778
20919.433594 67.301 -88.1717
20919.799805 67.092 143.1875
20920.166016 66.641 12.4995
20920.532227 66.805 -120.2444
20920.898438 67.053 106.6033
20921.264648 66.509 -23.5641
20921.630859 66.532 -156.0256
20921.997070 66.944 72.4809
20922.363281 66.431 -57.9398
20922.729492 66.182 171.6002
20923.095703 66.521 41.2998
20923.461914 66.533 -92.0408
20923.828125 66.182 136.1628
20924.194336 66.364 5.7731
20924.560547 65.934 -126.8055
20924.926758 66.195 102.6279
20925.292969 66.314 -24.4672
20925.659180 66.449 -154.7297
20926.025391 66.139 72.0538
20926.391602 65.682 -59.8516
20926.757812 65.718 165.3052
20927.124023 66.059 34.1654
20927.490234 66.062 -97.8102
20927.856445 66.363 131.3565
20928.222656 66.185 4.5175
20928.588867 65.531 -127.4063
20928.955078 65.912 99.4082
20929.321289 66.245 -31.0825
20929.687500 66.256 -166.2346
20930.053711 65.857 65.6654
20930.419922 66.286 -65.4506
20930.786133 65.957 163.8914
20931.152344 66.072 30.9820
20931.518555 66.201 -100.8592
20931.884766 65.867 129.7084
20932.250977 66.876 -1.5945
20932.617188 66.653 -133.3141
20932.983398 66.847 95.1415
20933.349609 66.750 -34.3582
20933.715820 66.706 -169.0188
20934.082031 66.664 61.0888
20934.448242 66.947 -73.5412
20934.814453 66.582 153.8457
20935.180664 66.762 20.7004
20935.546875 66.946 -111.7424
20935.913086 66.981 116.9225
20936.279297 66.918 -13.7779
20936.645508 66.818 -145.0078
20937.011719 66.834 81.7681
20937.377930 66.802 -50.1489
20937.744141 66.696 174.9055
20938.110352 66.423 47.9410
20938.476562 66.551 -88.7049
20938.842773 66.349 142.6321
20939.208984 66.417 12.9898
20939.575195 66.545 -119.0439
20939.941406 65.010 110.6184
20940.307617 66.260 -21.5240
20940.673828 65.892 -152.8030
20941.040039 65.625 73.9015
20941.406250 65.426 -60.3793
20941.772461 65.660 172.1482
20942.138672 65.601 39.5309
20942.504883 65.438 -88.9160
20942.871094 65.622 140.3531
20943.237305 65.328 11.9460
20943.603516 65.457 -122.8614
20943.969727 65.582 114.2803
20944.335938 66.134 -21.7151
20944.702148 64.995 -154.1387
20945.068359 65.597 74.4740
20945.434570 66.048 -50.6324
20945.800781 66.201 176.6907
20946.166992 66.715 44.9463
20946.533203 66.684 -86.9601
20946.899414 66.318 141.4760
20947.265625 66.891 11.5044
20947.631836 67.383 -120.4414
20947.998047 67.418 107.3374
20948.364258 67.681 -25.3468
20948.730469 67.537 -155.1393
20949.096680 67.900 71.8696
20949.462891 68.228 -59.9262
20949.829102 68.176 165.2135
20950.195312 68.510 36.0042
20950.561523 68.582 -96.6039
20950.927734 68.340 132.0676
20951.293945 68.385 -1.3642
20951.660156 68.748 -136.3170
20952.026367 68.990 94.0197
20952.392578 69.173 -39.0844
20952.758789 68.836 -170.0602
20953.125000 68.885 58.0596
20953.491211 69.084 -73.5804
20953.857422 69.290 151.6834
20954.223633 69.148 18.3943
20954.589844 69.225 -112.1326
20954.956055 69.391 115.4310
20955.322266 69.662 -17.3357
20955.688477 69.269 -150.0726
20956.054688 69.261 77.7689
20956.420898 69.654 -55.8030
20956.787109 69.637 173.5087
20957.153320 69.430 38.8973
20957.519531 69.591 -93.9687
20957.885742 69.006 138.0769
20958.251953 69.400 0.5234
20958.618164 69.666 -131.3912
20958.984375 69.778 98.0213
20959.350586 69.425 -34.6392
20959.716797 69.408 -168.5010
20960.083008 69.297 60.5589
20960.449219 69.286 -73.1716
20960.815430 69.081 156.2707
20961.181641 68.971 25.7483
20961.547852 69.043 -108.5959
20961.914062 68.877 119.8748
20962.280273 68.926 -14.1052
20962.646484 68.913 -145.0417
20963.012695 68.965 83.9827
20963.378906 68.452 -46.6004
20963.745117 68.502 -177.4095
20964.111328 68.131 50.4319
20964.477539 68.229 -80.1638
20964.843750 67.932 145.2598
20965.209961 68.186 15.4554
20965.576172 68.209 -113.4554
20965.942383 68.000 115.4579
20966.308594 68.384 -17.2968
20966.674805 68.202 -147.8386
20967.041016 68.306 79.5268
20967.407227 68.539 -51.0163
20967.773438 68.450 -179.0170
20968.139648 68.683 43.9933
20968.505859 68.569 -82.4638
20968.872070 68.686 144.8119
20969.238281 68.923 11.1014
20969.604492 68.862 -120.3884
20969.970703 69.333 106.7211
20970.336914 69.130 -22.8757
20970.703125 69.263 -155.3794
20971.069336 69.281 72.1463
20971.435547 69.623 -59.7046
20971.801758 70.352 166.9017
20972.167969 69.765 34.1977
20972.534180 70.050 -97.1078
20972.900391 69.981 130.5734
20973.266602 70.180 -3.5992
20973.632812 70.279 -135.8955
20973.999023 70.531 90.3775
20974.365234 70.040 -39.3315
20974.731445 70.357 -173.7069
20975.097656 70.562 54.3569
20975.463867 70.492 -77.3619
20975.830078 70.830 146.6709
20976.196289 70.303 15.7750
20976.562500 70.284 -119.0465
20976.928711 70.212 107.5009
20977.294922 70.425 -24.3366
20977.661133 70.416 -156.0935
20978.027344 69.978 71.3310
20978.393555 70.032 -62.3021
20978.759766 69.975 164.7741
20979.125977 69.880 33.1150
20979.492188 69.682 -98.3477
20979.858398 69.717 127.6085
20980.224609 69.543 -3.0721
20980.590820 69.481 -136.8812
20980.957031 69.206 90.6816
20981.323242 68.996 -42.0905
20981.689453 69.222 -175.1044
20982.055664 68.485 50.8869
20982.421875 68.111 -74.9661
20982.788086 67.912 151.7227
20983.154297 68.533 19.2834
20983.520508 68.207 -112.1093
20983.886719 67.399 118.0288
20984.252930 67.799 -14.7113
20984.619141 67.686 -143.8434
20984.985352 67.584 83.1294
20985.351562 67.347 -45.2729
20985.717773 66.840 -175.1700
20986.083984 67.329 51.6016
20986.450195 66.987 -79.5363
20986.816406 66.747 149.0257
20987.182617 67.407 17.3733
20987.548828 67.592 -109.5984
20987.915039 67.091 116.3397
20988.281250 67.402 -10.0564
20988.647461 67.721 -143.9863
20989.013672 67.762 84.6531
20989.379883 68.124 -45.5308
20989.746094 67.909 -178.9227
20990.112305 68.340 48.9593
20990.478516 67.836 -84.7266
20990.844727 68.302 145.0295
20991.210938 68.636 12.3897
20991.577148 68.250 -119.3510
20991.943359 68.591 108.5771
20992.309570 68.292 -24.2080
20992.675781 68.646 -156.8997
20993.041992 68.613 70.3019
20993.408203 68.695 -60.7405
20993.774414 67.878 165.5320
20994.140625 68.384 37.8936
20994.506836 68.253 -95.4074
20994.873047 68.590 133.6086
20995.239258 68.479 -1.6984
20995.605469 68.029 -133.3837
20995.971680 68.192 96.7099
20996.337891 68.081 -35.6330
20996.704102 68.704 -167.9052
20997.070312 68.445 60.4499
20997.436523 68.215 -72.2311
20997.802734 68.316 159.5385
20998.168945 68.310 23.7677
20998.535156 68.201 -106.8169
20998.901367 68.375 119.3514
20999.267578 68.415 -10.7457
20999.633789 68.260 -138.9912
21000.000000 68.395 84.9165
21000.366211 68.376 -46.2892
21000.732422 68.314 -179.4236
21001.098633 68.171 48.3339
21001.464844 68.177 -83.9669
21001.831055 68.026 144.1837
21002.197266 68.274 11.0818
21002.563477 68.252 -119.8703
21002.929688 68.141 108.4822
21003.295898 67.919 -23.8409
21003.662109 67.590 -156.3400
21004.028320 67.618 75.7828
21004.394531 67.726 -60.1640
21004.760742 67.784 170.4787
21005.126953 67.692 38.0872
21005.493164 67.938 -96.1231
21005.859375 67.858 133.7343
21006.225586 67.558 -0.0177
21006.591797 67.096 -127.7728
21006.958008 66.965 101.1062
21007.324219 67.043 -32.3649
21007.690430 67.043 -161.2517
21008.056641 66.983 65.2486
21008.422852 66.880 -62.8965
21008.789062 66.901 162.6378
21009.155273 66.767 31.8234
21009.521484 66.853 -96.2232
21009.887695 66.929 131.1069
21010.253906 67.452 -0.2415
21010.620117 67.396 -132.7458
21010.986328 67.102 97.9569
21011.352539 67.127 -33.1315
21011.718750 67.479 -163.8137
21012.084961 67.541 63.1651
21012.451172 67.474 -66.6238
21012.817383 67.827 163.1281
21013.183594 67.751 30.8600
21013.549805 67.615 -104.0012
21013.916016 68.348 127.0972
21014.282227 67.912 -4.2701
21014.648438 68.409 -138.5623
21015.014648 68.548 89.4209
21015.380859 68.252 -40.1843
21015.747070 68.721 -174.6675
21016.113281 68.613 54.0062
21016.479492 68.922 -78.8198
21016.845703 68.882 148.9852
21017.211914 69.206 15.5377
21017.578125 69.058 -119.3915
21017.944336 68.885 107.7613
21018.310547 68.934 -24.1475
21018.676758 68.842 -154.8159
21019.042969 68.833 71.0388
21019.409180 69.046 -61.1788
21019.775391 68.704 166.1921
21020.141602 68.752 34.5600
21020.507812 68.474 -98.4210
21020.874023 68.567 131.0824
21021.240234 68.641 -2.1942
21021.606445 68.596 -134.7625
21021.972656 68.176 92.5823
21022.338867 67.977 -40.1781
21022.705078 67.616 -174.0882
21023.071289 67.491 56.0186
21023.437500 67.814 -73.8325
21023.803711 67.397 153.6410
21024.169922 67.822 21.4198
21024.536133 66.787 -110.4945
21024.902344 66.827 119.7932
21025.268555 66.512 -11.5144
21025.634766 66.216 -143.9900
21026.000977 66.584 84.2803
21026.367188 66.572 -42.2624
21026.733398 66.229 -174.7249
21027.099609 66.388 53.6946
21027.465820 66.450 -76.6403
21027.832031 65.541 150.0406
21028.198242 66.422 21.4182
21028.564453 66.067 -108.0638
21028.930664 66.301 121.4375
21029.296875 66.602 -9.9381
21029.663086 66.646 -141.4765
21030.029297 66.826 91.1688
21030.395508 66.494 -43.6381
21030.761719 66.490 -174.8798
21031.127930 66.798 52.7386
21031.494141 67.025 -77.9612
21031.860352 66.850 150.1826
21032.226562 66.890 21.2931
21032.592773 67.095 -112.9935
21032.958984 67.252 116.6308
21033.325195 67.321 -13.7943
21033.691406 67.325 -148.3548
21034.057617 67.708 84.8660
21034.423828 67.498 -50.2576
21034.790039 67.656 179.4131
21035.156250 67.905 47.3985
21035.522461 67.812 -83.1527
21035.888672 67.342 145.0652
21036.254883 67.955 10.8525
21036.621094 68.077 -119.8963
21036.987305 67.639 110.4554
21037.353516 67.634 -22.4958
21037.719727 68.182 -153.5541
21038.085938 68.120 74.7659
21038.452148 68.068 -54.8457
21038.818359 68.381 172.6627
21039.184570 68.638 41.2441
21039.550781 68.742 -90.3806
21039.916992 69.193 136.7292
21040.283203 69.185 3.1990
21040.649414 69.333 -128.9368
21041.015625 69.306 100.4917
21041.381836 69.436 -29.9844
21041.748047 69.814 -161.8969
21042.114258 70.050 64.8468
21042.480469 70.229 -68.9263
21042.846680 70.212 158.5231
21043.212891 70.249 26.2189
21043.579102 70.342 -106.9557
21043.945312 70.316 118.3695
21044.311523 70.348 -11.0006
21044.677734 70.524 -143.1710
21045.043945 70.651 82.6380
21045.410156 70.628 -51.6252
21045.776367 70.430 177.2659
21046.142578 70.299 42.6639
21046.508789 70.406 -89.4038
21046.875000 70.556 139.2306
21047.241211 70.225 7.5288
21047.607422 69.992 -127.9938
21047.973633 70.436 101.4133
21048.339844 70.283 -32.5248
21048.706055 69.825 -163.9554
21049.072266 69.613 63.0619
21049.438477 69.648 -67.5441
21049.804688 69.680 159.5999
21050.170898 69.426 30.9076
21050.537109 69.239 -102.4706
21050.903320 68.867 126.1597
21051.269531 69.066 -7.0203
21051.635742 69.196 -137.9832
21052.001953 68.803 93.8397
21052.368164 68.267 -37.1252
21052.734375 68.778 -169.1339
21053.100586 68.877 59.2009
21053.466797 68.506 -71.7683
21053.833008 68.662 159.9689
21054.199219 68.726 26.0777
21054.565430 69.088 -104.1696
21054.931641 69.198 125.5958
21055.297852 69.088 -4.5441
21055.664062 69.084 -138.1289
21056.030273 69.480 91.0575
21056.396484 69.625 -41.9274
21056.762695 69.363 -172.8648
21057.128906 69.685 55.0350
21057.495117 70.325 -74.9286
21057.861328 70.049 154.1022
21058.227539 70.455 19.5570
21058.593750 70.479 -112.1614
21058.959961 70.548 116.6634
21059.326172 70.623 -16.6973
21059.692383 70.615 -146.6012
21060.058594 70.951 79.6295
21060.424805 70.704 -51.2241
21060.791016 71.207 174.2766
21061.157227 71.126 41.5777
21061.523438 70.970 -91.4913
21061.889648 71.439 137.1954
21062.255859 71.189 5.4705
21062.622070 71.373 -127.0696
21062.988281 71.474 101.2577
21063.354492 71.329 -31.1178
21063.720703 71.477 -166.0760
21064.086914 71.561 64.4925
21064.453125 71.423 -70.0645
21064.819336 71.224 157.6110
21065.185547 71.477 26.9131
21065.551758 71.646 -105.0620
21065.917969 71.547 120.6439
21066.284180 71.551 -9.3128
21066.650391 71.510 -140.9678
21067.016602 71.609 84.2803
21067.382812 71.685 -49.3244
21067.749023 71.605 -179.2829
21068.115234 71.743 46.9001
21068.481445 71.592 -84.9519
21068.847656 71.393 141.5576
21069.213867 71.326 9.3431
21069.580078 71.354 -122.8811
21069.946289 71.182 107.1993
21070.312500 71.436 -26.7531
21070.678711 71.311 -157.9310
21071.044922 71.345 68.3353
21071.411133 71.426 -63.2520
21071.777344 71.327 165.4938
21072.143555 71.007 32.4585
21072.509766 71.269 -101.4321
21072.875977 71.077 127.9357
21073.242188 71.069 -3.7678
21073.608398 71.268 -135.2898
21073.974609 70.968 92.0514
21074.340820 70.968 -39.2044
21074.707031 71.145 -171.3941
21075.073242 70.933 57.5334
21075.439453 70.854 -73.7665
21075.805664 71.129 154.7578
21076.171875 71.265 23.1996
21076.538086 70.953 -110.9091
21076.904297 70.978 118.7230
21077.270508 70.962 -12.4967
21077.636719 70.650 -146.5271
21078.002930 71.118 83.6293
21078.369141 70.503 -47.9120
21078.735352 71.120 179.4610
21079.101562 71.328 45.9643
21079.467773 71.134 -85.6955
21079.833984 71.225 144.0397
21080.200195 71.217 10.7917
21080.566406 71.178 -123.6898
21080.932617 71.071 103.4342
21081.298828 71.009 -26.6676
21081.665039 70.933 -158.2014
21082.031250 70.976 70.2961
21082.397461 71.239 -64.1649
21082.763672 71.124 165.7144
21083.129883 70.969 33.2441
21083.496094 71.296 -100.0438
21083.862305 71.190 130.0285
21084.228516 71.062 -2.6574
21084.594727 71.101 -135.7993
21084.960938 71.456 92.6880
21085.327148 71.207 -39.7883
21085.693359 71.095 -173.7927
21086.059570 71.415 57.9846
21086.425781 71.349 -74.6756
21086.791992 71.071 151.5759
21087.158203 71.070 18.3846
21087.524414 71.216 -113.7670
21087.890625 71.363 113.0070
21088.256836 70.951 -19.1534
21088.623047 70.854 -151.5536
21088.989258 70.884 75.8165
21089.355469 70.871 -56.6237
21089.721680 70.696 171.9309
21090.087891 70.518 37.7878
21090.454102 70.441 -93.0545
21090.820312 70.314 135.4489
21091.186523 70.174 4.7132
21091.552734 70.077 -126.7138
21091.918945 69.800 99.5352
21092.285156 70.080 -32.8001
21092.651367 70.115 -164.5579
21093.017578 69.910 64.4080
21093.383789 69.477 -67.3484
21093.750000 69.336 160.8591
21094.116211 69.073 31.4055
21094.482422 69.521 -100.8136
21094.848633 69.407 127.6676
21095.214844 69.398 -3.5385
21095.581055 69.684 -133.3160
21095.947266 69.143 94.3102
21096.313477 69.508 -36.1136
21096.679688 69.417 -169.3560
21097.045898 69.279 59.4107
21097.412109 69.136 -71.5364
21097.778320 69.405 158.9641
21098.144531 69.264 28.5613
21098.510742 69.490 -105.1421
21098.876953 69.291 122.0993
21099.243164 69.134 -9.3702
21099.609375 69.667 -140.6892
21099.975586 69.508 84.5384
21100.341797 69.698 -44.5838
21100.708008 69.685 -179.1611
21101.074219 70.014 51.0319
21101.440430 69.855 -79.7289
21101.806641 69.657 143.6996
21102.172852 69.854 13.9957
21102.539062 69.928 -119.7798
21102.905273 69.857 109.4878
21103.271484 69.717 -21.6670
21103.637695 69.744 -154.6750
21104.003906 69.554 74.3778
21104.370117 69.735 -59.3136
21104.736328 69.675 168.4306
21105.102539 69.539 36.9367
21105.468750 69.254 -94.5516
21105.834961 69.327 133.9395
21106.201172 69.578 4.7809
21106.567383 69.480 -126.7727
21106.933594 69.262 100.5220
21107.299805 69.045 -31.9394
21107.666016 68.752 -165.7222
21108.032227 69.340 65.3416
21108.398438 69.098 -66.8095
21108.764648 69.224 164.2195
21109.130859 69.273 31.1669
21109.497070 69.311 -101.8628
21109.863281 69.391 128.7434
21110.229492 69.042 -4.3941
21110.595703 69.527 -135.3248
21110.961914 69.645 93.7573
21111.328125 69.534 -37.9566
21111.694336 69.610 -170.1866
21112.060547 69.739 60.4194
21112.426758 69.755 -73.9555
21112.792969 69.804 154.1641
21113.159180 69.769 21.8543
21113.525391 70.031 -111.2064
21113.891602 70.170 117.8509
21114.257812 70.428 -13.5226
21114.624023 70.184 -147.3681
21114.990234 70.249 80.8531
21115.356445 70.283 -50.9493
21115.722656 70.734 174.5796
21116.088867 70.362 45.3772
21116.455078 70.540 -86.2839
21116.821289 70.153 140.2393
21117.187500 70.346 6.4527
21117.553711 70.598 -124.9958
21117.919922 70.219 101.1827
21118.286133 70.374 -29.7571
21118.652344 70.183 -164.0605
21119.018555 70.162 64.7243
21119.384766 70.011 -65.7798
21119.750977 69.841 160.4572
21120.117188 70.141 28.1339
21120.483398 70.261 -105.3512
21120.849609 70.035 123.8436
21121.215820 69.828 -7.6217
21121.582031 70.132 -140.3333
21121.948242 69.970 87.3294
21122.314453 70.330 -46.0176
21122.680664 69.703 -178.5774
21123.046875 69.593 49.2387
21123.413086 69.678 -82.7663
21123.779297 69.525 145.4912
21124.145508 68.979 13.0166
21124.511719 69.205 -117.9562
21124.877930 69.168 108.9986
