* Generated by rew_pipeline.py (source UUID 186deba0-cbab-4d36-ad78-2cb4c056a7bc, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:17
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw6-peq B = FLX-trimmed.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
163.330078 73.524 -111.1345
163.513184 73.504 -176.9768
163.696289 73.470 117.2762
163.879395 73.433 51.7268
164.062500 73.426 -13.6640
164.245605 73.468 -79.1284
164.428711 73.547 -144.9206
164.611816 73.624 148.9228
164.794922 73.677 82.6255
164.978027 73.721 16.4668
165.161133 73.797 -49.4905
165.344238 73.935 -115.4856
165.527344 74.111 178.1517
165.710449 74.272 111.3020
165.893555 74.372 44.1358
166.076660 74.406 -23.0579
166.259766 74.404 -90.1045
166.442871 74.406 -157.0519
166.625977 74.426 135.9220
166.809082 74.452 68.6985
166.992188 74.464 1.3066
167.175293 74.455 -66.1505
167.358398 74.424 -133.6128
167.541504 74.366 158.9149
167.724609 74.269 91.4483
167.907715 74.122 24.0955
168.090820 73.939 -42.9952
168.273926 73.755 -109.7897
168.457031 73.605 -176.4671
168.640137 73.486 116.6909
168.823242 73.358 49.5564
169.006348 73.179 -17.7022
169.189453 72.938 -84.7305
169.372559 72.668 -151.2586
169.555664 72.420 142.6766
169.738770 72.220 76.7556
169.921875 72.047 10.6538
170.104980 71.860 -55.7059
170.288086 71.641 -122.1683
170.471191 71.404 171.4495
170.654297 71.180 105.1876
170.837402 70.987 38.9531
171.020508 70.816 -27.3408
171.203613 70.647 -93.6782
171.386719 70.461 -159.9760
171.569824 70.248 133.8322
171.752930 69.999 67.7753
171.936035 69.705 1.8900
172.119141 69.372 -63.7645
172.302246 69.018 -129.1699
172.485352 68.667 165.5895
172.668457 68.326 100.3949
172.851562 67.985 35.2597
173.034668 67.644 -29.6114
173.217773 67.331 -94.0033
173.400879 67.090 -157.9530
173.583984 66.922 138.2538
173.767090 66.776 74.4585
173.950195 66.599 10.9329
174.133301 66.417 -51.8429
174.316406 66.339 -113.8306
174.499512 66.451 -175.8213
174.682617 66.698 121.1856
174.865723 66.934 56.9800
175.048828 67.064 -7.7590
175.231934 67.124 -72.1521
175.415039 67.239 -135.8869
175.598145 67.509 160.5083
175.781250 67.907 96.2551
175.964355 68.324 31.1288
176.147461 68.685 -34.4928
176.330566 68.994 -100.1576
176.513672 69.299 -165.7728
176.696777 69.625 128.4024
176.879883 69.948 62.1221
177.062988 70.227 -4.5631
177.246094 70.455 -71.3912
177.429199 70.665 -138.1855
177.612305 70.894 154.9598
177.795410 71.146 87.7948
177.978516 71.381 20.2037
178.161621 71.560 -47.6453
178.344727 71.676 -115.4226
178.527832 71.759 177.1072
178.710938 71.853 109.9073
178.894043 71.975 42.7183
179.077148 72.101 -24.6976
179.260254 72.193 -92.3626
179.443359 72.229 -160.1066
179.626465 72.219 132.2586
179.809570 72.194 64.7828
179.992676 72.178 -2.6415
180.175781 72.173 -70.1538
180.358887 72.165 -137.7814
180.541992 72.146 154.5800
180.725098 72.127 87.0527
180.908203 72.129 19.6322
181.091309 72.165 -47.8583
181.274414 72.220 -115.6626
181.457520 72.255 176.0790
181.640625 72.231 107.4207
181.823730 72.131 38.5675
182.006836 71.973 -30.2555
182.189941 71.798 -98.9385
182.373047 71.647 -167.5487
182.556152 71.537 123.7407
182.739258 71.451 54.8079
182.922363 71.359 -14.3167
183.105469 71.242 -83.5004
183.288574 71.100 -152.6611
183.471680 70.945 138.1087
183.654785 70.775 68.5671
183.837891 70.568 -1.5077
184.020996 70.297 -72.1431
184.204102 69.959 -143.1437
184.387207 69.591 145.7697
184.570312 69.258 74.7391
184.753418 69.016 3.6199
184.936523 68.866 -67.9291
185.119629 68.745 -140.1595
185.302734 68.570 146.9666
185.485840 68.288 73.7314
185.668945 67.906 0.4594
185.852051 67.489 -72.6980
186.035156 67.126 -145.8812
186.218262 66.883 140.5816
186.401367 66.768 66.4855
186.584473 66.748 -8.0057
186.767578 66.785 -82.4185
186.950684 66.872 -156.2655
187.133789 67.028 130.6546
187.316895 67.273 58.1513
187.500000 67.589 -14.1681
187.683105 67.921 -86.5550
187.866211 68.207 -158.9279
188.049316 68.420 129.0445
188.232422 68.578 57.6977
188.415527 68.727 -12.8662
188.598633 68.909 -82.8531
188.781738 69.125 -152.6066
188.964844 69.346 137.6669
189.147949 69.542 68.0190
189.331055 69.714 -1.3599
189.514160 69.886 -70.3566
189.697266 70.083 -139.0459
189.880371 70.298 152.4062
190.063477 70.494 83.9421
190.246582 70.640 15.6957
190.429688 70.735 -52.1246
190.612793 70.812 -119.4435
190.795898 70.908 173.5692
190.979004 71.036 106.6080
191.162109 71.181 39.4727
191.345215 71.323 -27.8074
191.528320 71.465 -95.0716
191.711426 71.625 -162.2149
191.894531 71.819 130.7359
192.077637 72.038 63.7157
192.260742 72.258 -3.2520
192.443848 72.471 -70.0700
192.626953 72.687 -136.7138
192.810059 72.922 156.6605
192.993164 73.168 89.8024
193.176270 73.393 22.5857
193.359375 73.568 -44.8694
193.542480 73.698 -112.2984
193.725586 73.821 -179.5297
193.908691 73.983 113.3460
194.091797 74.189 46.0497
194.274902 74.403 -21.6194
194.458008 74.572 -89.5963
194.641113 74.668 -157.6114
194.824219 74.703 134.5956
195.007324 74.713 67.0920
195.190430 74.727 -0.2671
195.373535 74.747 -67.6771
195.556641 74.754 -135.2013
195.739746 74.736 157.2593
195.922852 74.701 89.8455
196.105957 74.663 22.6082
196.289062 74.632 -44.5083
196.472168 74.596 -111.5708
196.655273 74.537 -178.5672
196.838379 74.442 114.5858
197.021484 74.313 47.9661
197.204590 74.157 -18.4008
197.387695 73.981 -84.5113
197.570801 73.792 -150.3299
197.753906 73.607 144.1971
197.937012 73.454 79.0565
198.120117 73.353 14.1203
198.303223 73.305 -50.7648
198.486328 73.292 -115.6318
198.669434 73.308 179.6251
198.852539 73.374 115.0925
199.035645 73.516 50.6694
199.218750 73.741 -13.9076
199.401855 74.021 -78.8530
199.584961 74.316 -144.1799
199.768066 74.605 150.2382
199.951172 74.889 84.5070
200.134277 75.170 18.6399
200.317383 75.444 -47.3726
200.500488 75.703 -113.4732
200.683594 75.957 -179.5663
200.866699 76.228 114.3501
201.049805 76.534 48.1083
201.232910 76.864 -18.5239
201.416016 77.181 -85.6369
201.599121 77.447 -153.0882
201.782227 77.656 139.3910
201.965332 77.832 71.9947
202.148438 78.009 4.7080
202.331543 78.201 -62.6464
202.514648 78.392 -130.2209
202.697754 78.555 161.9995
202.880859 78.677 94.1698
203.063965 78.769 26.4418
203.247070 78.852 -41.1521
203.430176 78.937 -108.6913
203.613281 79.018 -176.2567
203.796387 79.082 116.1584
203.979492 79.124 48.6293
204.162598 79.151 -18.7911
204.345703 79.173 -86.1280
204.528809 79.192 -153.4498
204.711914 79.203 139.2110
204.895020 79.202 71.8843
205.078125 79.198 4.6055
205.261230 79.201 -62.6550
205.444336 79.213 -129.9816
205.627441 79.221 162.5755
205.810547 79.207 95.0715
205.993652 79.167 27.6339
206.176758 79.113 -39.6504
206.359863 79.061 -106.8173
206.542969 79.014 -173.9882
206.726074 78.959 118.7575
206.909180 78.880 51.4646
207.092285 78.778 -15.7514
207.275391 78.673 -82.8363
207.458496 78.583 -149.8717
207.641602 78.504 143.0025
207.824707 78.413 75.7452
208.007812 78.287 8.4843
208.190918 78.131 -58.5778
208.374023 77.968 -125.3370
208.557129 77.826 168.1192
208.740234 77.709 101.5997
208.923340 77.595 34.9968
209.106445 77.467 -31.6251
209.289551 77.325 -98.1243
209.472656 77.191 -164.4495
209.655762 77.084 129.2972
209.838867 76.996 62.9685
210.021973 76.903 -3.4673
210.205078 76.785 -69.8911
210.388184 76.646 -136.1521
210.571289 76.506 157.7914
210.754395 76.375 91.8524
210.937500 76.246 25.9342
211.120605 76.106 -39.9457
211.303711 75.952 -105.6643
211.486816 75.805 -171.1245
211.669922 75.694 123.6286
211.853027 75.632 58.4265
212.036133 75.609 -6.8857
212.219238 75.606 -72.3433
212.402344 75.608 -137.8801
212.585449 75.616 156.5787
212.768555 75.636 91.0550
212.951660 75.675 25.5224
213.134766 75.732 -40.0624
213.317871 75.808 -105.7449
213.500977 75.898 -171.5704
213.684082 75.993 122.4348
213.867188 76.084 56.2900
214.050293 76.168 -9.9466
214.233398 76.251 -76.2287
214.416504 76.341 -142.5703
214.599609 76.439 150.9660
214.782715 76.536 84.3400
214.965820 76.621 17.5889
215.148926 76.689 -49.1982
215.332031 76.750 -115.9652
215.515137 76.812 177.2564
215.698242 76.870 110.3882
215.881348 76.909 43.4059
216.064453 76.915 -23.6092
216.247559 76.890 -90.5303
216.430664 76.858 -157.3091
216.613770 76.839 135.9537
216.796875 76.837 69.0743
216.979980 76.831 1.9395
217.163086 76.797 -65.3993
217.346191 76.726 -132.7723
217.529297 76.628 159.9800
217.712402 76.523 92.9082
217.895508 76.422 25.9578
218.078613 76.323 -40.9453
218.261719 76.215 -107.8237
218.444824 76.091 -174.6550
218.627930 75.952 118.5730
218.811035 75.800 51.8368
218.994141 75.633 -14.8928
219.177246 75.448 -81.6090
219.360352 75.247 -148.2726
219.543457 75.036 145.1450
219.726562 74.819 78.6424
219.909668 74.593 12.2281
220.092773 74.349 -54.0234
220.275879 74.094 -119.9867
220.458984 73.845 174.4129
220.642090 73.628 109.1010
220.825195 73.446 43.8902
221.008301 73.278 -21.3506
221.191406 73.098 -86.5660
221.374512 72.903 -151.5725
221.557617 72.718 143.7472
221.740723 72.577 79.3088
221.923828 72.486 14.8999
222.106934 72.429 -49.6146
222.290039 72.389 -114.2037
222.473145 72.372 -178.7934
222.656250 72.393 116.5713
222.839355 72.452 51.7432
223.022461 72.525 -13.3396
223.205566 72.590 -78.5314
223.388672 72.654 -143.5885
223.571777 72.755 151.5825
223.754883 72.925 86.7882
223.937988 73.155 21.6992
224.121094 73.396 -43.8583
224.304199 73.602 -109.7852
224.487305 73.760 -175.8519
224.670410 73.890 118.0825
224.853516 74.020 51.9692
225.036621 74.161 -14.3460
225.219727 74.301 -80.9546
225.402832 74.426 -147.8022
225.585938 74.532 145.2569
225.769043 74.628 78.3521
225.952148 74.724 11.5374
226.135254 74.824 -55.1969
226.318359 74.924 -121.8872
226.501465 75.016 171.4193
226.684570 75.092 104.6684
226.867676 75.140 37.8249
227.050781 75.150 -29.0847
227.233887 75.125 -95.9655
227.416992 75.084 -162.7186
227.600098 75.056 130.6613
227.783203 75.063 64.0562
227.966309 75.098 -2.6780
228.149414 75.134 -69.5659
228.332520 75.149 -136.4719
228.515625 75.146 156.7826
228.698730 75.146 90.2435
228.881836 75.174 23.7508
229.064941 75.224 -42.9452
229.248047 75.268 -109.9758
229.431152 75.279 -177.2606
229.614258 75.256 115.3964
229.797363 75.221 48.1292
229.980469 75.197 -19.0957
230.163574 75.184 -86.4212
230.346680 75.154 -153.9386
230.529785 75.076 138.4141
230.712891 74.931 70.8136
230.895996 74.730 3.4225
231.079102 74.503 -63.7214
231.262207 74.280 -130.7251
231.445312 74.073 162.2384
231.628418 73.881 95.0403
231.811523 73.686 27.6631
231.994629 73.468 -39.7931
232.177734 73.213 -107.1400
232.360840 72.914 -174.1551
232.543945 72.582 119.3309
232.727051 72.241 53.3305
232.910156 71.906 -12.3367
233.093262 71.572 -77.9296
233.276367 71.207 -143.5744
233.459473 70.794 150.8478
233.642578 70.352 85.5940
233.825684 69.941 20.8059
234.008789 69.619 -43.6603
234.191895 69.402 -108.1005
234.375000 69.252 -172.6377
234.558105 69.132 122.8903
234.741211 69.038 58.6975
234.924316 68.984 -5.2329
235.107422 68.960 -69.1211
235.290527 68.924 -133.0713
235.473633 68.852 163.1222
235.656738 68.782 99.7457
235.839844 68.800 36.7105
236.022949 68.958 -26.5791
236.206055 69.208 -90.7109
236.389160 69.454 -155.6883
236.572266 69.642 139.0119
236.755371 69.802 73.9097
236.938477 70.001 9.0489
237.121582 70.269 -56.0032
237.304688 70.560 -121.6721
237.487793 70.799 172.0311
237.670898 70.957 105.4282
237.854004 71.059 38.8126
238.037109 71.151 -27.7972
238.220215 71.253 -94.5692
238.403320 71.342 -161.5539
238.586426 71.396 131.4689
238.769531 71.428 64.8090
238.952637 71.479 -1.4638
239.135742 71.572 -67.6332
239.318848 71.669 -134.0429
239.501953 71.702 159.2988
239.685059 71.637 92.7660
239.868164 71.514 26.7688
240.051270 71.426 -38.6916
240.234375 71.432 -104.1250
240.417480 71.499 -170.0681
240.600586 71.546 123.4745
240.783691 71.532 57.0185
240.966797 71.500 -8.9061
241.149902 71.537 -74.2748
241.333008 71.684 -139.6123
241.516113 71.886 154.5671
241.699219 72.055 88.2671
241.882324 72.152 21.9060
242.065430 72.212 -44.1645
242.248535 72.300 -110.0147
242.431641 72.437 -176.0386
242.614746 72.582 117.4952
242.797852 72.688 50.7115
242.980957 72.753 -16.0551
243.164062 72.820 -82.6362
243.347168 72.926 -149.2020
243.530273 73.065 143.9543
243.713379 73.192 76.7707
243.896484 73.278 9.4859
244.079590 73.342 -57.6287
244.262695 73.430 -124.5774
244.445801 73.558 168.3448
244.628906 73.688 100.8809
244.812012 73.763 33.1174
244.995117 73.761 -34.5664
245.178223 73.721 -101.8381
245.361328 73.712 -168.7464
245.544434 73.766 124.2787
245.727539 73.845 56.8308
245.910645 73.880 -11.0832
246.093750 73.833 -79.0639
246.276855 73.730 -146.6644
246.459961 73.640 146.2442
246.643066 73.613 79.3676
246.826172 73.640 12.2713
247.009277 73.664 -55.2293
247.192383 73.635 -122.9760
247.375488 73.547 169.3175
247.558594 73.428 101.8102
247.741699 73.310 34.4479
247.924805 73.203 -32.9185
248.107910 73.094 -100.3657
248.291016 72.976 -167.8575
248.474121 72.846 124.6681
248.657227 72.710 57.2214
248.840332 72.562 -10.2150
249.023438 72.393 -77.6129
249.206543 72.206 -144.8955
249.389648 72.016 147.9740
249.572754 71.840 80.9185
249.755859 71.682 13.8020
249.938965 71.526 -53.4249
250.122070 71.361 -120.6627
250.305176 71.198 172.2236
250.488281 71.059 105.2258
250.671387 70.953 38.1572
250.854492 70.853 -29.1633
251.037598 70.714 -96.7017
251.220703 70.520 -164.2156
251.403809 70.298 128.5138
251.586914 70.099 61.4355
251.770020 69.948 -5.7733
251.953125 69.820 -73.4098
252.136230 69.668 -141.4607
252.319336 69.467 150.3625
252.502441 69.240 82.3283
252.685547 69.027 14.4171
252.868652 68.834 -53.6578
253.051758 68.621 -122.1409
253.234863 68.329 169.0271
253.417969 67.933 100.1590
253.601074 67.464 31.5328
253.784180 66.979 -36.8821
253.967285 66.511 -105.4316
254.150391 66.036 -174.4654
254.333496 65.501 115.9734
254.516602 64.875 46.1396
254.699707 64.165 -23.6896
254.882812 63.403 -93.4810
255.065918 62.594 -163.4658
255.249023 61.702 126.0922
255.432129 60.667 55.0931
255.615234 59.451 -16.5116
255.798340 58.043 -89.0996
255.981445 56.422 -163.7639
256.164551 54.538 117.4756
256.347656 52.473 31.5615
256.530762 50.961 -63.9173
256.713867 51.227 -162.6425
256.896973 52.864 107.0097
257.080078 54.749 26.1328
257.263184 56.546 -49.2075
257.446289 58.218 -122.3322
257.629395 59.698 164.9768
257.812500 60.909 92.3817
257.995605 61.853 20.3484
258.178711 62.621 -50.5997
258.361816 63.355 -120.4610
258.544922 64.143 170.1071
258.728027 64.960 100.3094
258.911133 65.703 29.8673
259.094238 66.294 -40.8914
259.277344 66.726 -111.4069
259.460449 67.065 178.6876
259.643555 67.395 109.3206
259.826660 67.756 40.0749
260.009766 68.122 -29.4336
260.192871 68.438 -99.2585
260.375977 68.665 -169.1628
260.559082 68.805 121.1369
260.742188 68.891 51.7581
260.925293 68.956 -17.4017
261.108398 69.020 -86.5559
261.291504 69.082 -155.8742
261.474609 69.138 134.5896
261.657715 69.185 64.8801
261.840820 69.221 -4.8925
262.023926 69.244 -74.5664
262.207031 69.257 -143.9587
262.390137 69.273 147.0392
262.573242 69.310 78.3442
262.756348 69.371 9.6684
262.939453 69.425 -59.3096
263.122559 69.422 -128.7069
263.305664 69.327 161.6600
263.488770 69.152 92.1584
263.671875 68.960 23.0920
263.854980 68.831 -45.5306
264.038086 68.809 -114.0032
264.221191 68.871 177.3579
264.404297 68.953 108.5064
264.587402 69.001 39.6678
264.770508 69.007 -28.8994
264.953613 68.994 -97.1387
265.136719 68.989 -165.2402
265.319824 68.992 126.5332
265.502930 68.990 58.0614
265.686035 68.975 -10.5790
265.869141 68.960 -79.2311
266.052246 68.966 -147.7945
266.235352 69.004 143.7481
266.418457 69.072 75.4003
266.601562 69.161 7.1907
266.784668 69.277 -60.8933
266.967773 69.427 -128.9975
267.150879 69.607 162.6347
267.333984 69.786 93.8438
267.517090 69.932 24.7115
267.700195 70.039 -44.4711
267.883301 70.142 -113.4135
268.066406 70.295 177.9309
268.249512 70.530 109.3018
268.432617 70.827 40.3532
268.615723 71.123 -29.0402
268.798828 71.364 -98.6936
268.981934 71.538 -168.2789
269.165039 71.675 122.4271
269.348145 71.820 53.3894
269.531250 71.994 -15.6271
269.714355 72.181 -84.8266
269.897461 72.349 -154.2000
270.080566 72.481 136.4460
270.263672 72.593 67.3008
270.446777 72.717 -1.6271
270.629883 72.870 -70.5233
270.812988 73.040 -139.6001
270.996094 73.193 151.0909
271.179199 73.307 81.6920
271.362305 73.384 12.4114
271.545410 73.450 -56.6412
271.728516 73.529 -125.5257
271.911621 73.626 165.6052
272.094727 73.728 96.6532
272.277832 73.817 27.6456
272.460938 73.890 -41.3210
272.644043 73.960 -110.1933
272.827148 74.041 -179.0179
273.010254 74.132 112.1079
273.193359 74.219 43.1295
273.376465 74.285 -25.9245
273.559570 74.324 -94.9852
273.742676 74.332 -164.0118
273.925781 74.311 126.9934
274.108887 74.255 58.0345
274.291992 74.160 -10.8285
274.475098 74.035 -79.4983
274.658203 73.901 -147.9306
274.841309 73.779 143.7953
275.024414 73.669 75.5224
275.207520 73.543 7.1691
275.390625 73.371 -61.1586
275.573730 73.145 -129.2172
275.756836 72.896 163.1814
275.939941 72.671 95.9803
276.123047 72.499 28.8818
276.306152 72.365 -38.4065
276.489258 72.231 -105.9176
276.672363 72.079 -173.4263
276.855469 71.924 119.3179
277.038574 71.800 52.3626
277.221680 71.715 -14.4479
277.404785 71.642 -81.2462
277.587891 71.549 -147.9619
277.770996 71.433 145.5887
277.954102 71.328 79.4303
278.137207 71.266 13.2864
278.320312 71.232 -53.2091
278.503418 71.171 -120.1321
278.686523 71.047 172.8532
278.869629 70.883 106.2288
279.052734 70.754 40.1896
279.235840 70.718 -25.5723
279.418945 70.755 -91.5624
279.602051 70.779 -157.9383
279.785156 70.728 135.6465
279.968262 70.616 69.6893
280.151367 70.528 4.3304
280.334473 70.539 -60.8620
280.517578 70.639 -126.5083
280.700684 70.755 167.1872
280.883789 70.830 100.5607
281.066895 70.879 34.0933
281.250000 70.957 -32.0496
281.433105 71.101 -98.1392
281.616211 71.283 -164.5504
281.799316 71.435 128.6436
281.982422 71.518 61.7059
282.165527 71.549 -5.0636
282.348633 71.583 -71.6386
282.531738 71.659 -138.3065
282.714844 71.763 154.6167
282.897949 71.851 87.1004
283.081055 71.889 19.4220
283.264160 71.885 -48.0686
283.447266 71.872 -115.2131
283.630371 71.880 177.8680
283.813477 71.903 110.9236
283.996582 71.910 43.8042
284.179688 71.873 -23.4489
284.362793 71.789 -90.6983
284.545898 71.679 -157.8586
284.729004 71.566 135.0435
284.912109 71.455 67.9372
285.095215 71.337 0.8277
285.278320 71.198 -66.1585
285.461426 71.041 -132.8473
285.644531 70.887 160.8451
285.827637 70.761 94.8157
286.010742 70.671 28.8079
286.193848 70.598 -37.4243
286.376953 70.509 -103.9460
286.560059 70.381 -170.5951
286.743164 70.224 122.9135
286.926270 70.079 56.7928
287.109375 69.999 -8.9918
287.292480 70.006 -74.7269
287.475586 70.072 -140.7345
287.658691 70.135 152.8766
287.841797 70.146 86.2599
288.024902 70.091 19.6768
288.208008 69.997 -46.7121
288.391113 69.905 -112.9636
288.574219 69.840 -179.2938
288.757324 69.797 114.1092
288.940430 69.753 47.2351
289.123535 69.689 -19.7546
289.306641 69.600 -86.6447
289.489746 69.492 -153.2862
289.672852 69.369 140.3515
289.855957 69.233 74.1982
290.039062 69.072 8.1410
290.222168 68.872 -57.9078
290.405273 68.617 -123.9471
290.588379 68.307 170.1439
290.771484 67.969 104.5615
290.954590 67.658 39.4346
291.137695 67.440 -25.3407
291.320801 67.343 -90.1058
291.503906 67.336 -155.1925
291.687012 67.348 139.3566
291.870117 67.318 73.8135
292.053223 67.228 8.5547
292.236328 67.105 -56.1919
292.419434 66.988 -120.4740
292.602539 66.905 175.4525
292.785645 66.855 111.3111
292.968750 66.822 46.9434
293.151855 66.793 -17.6675
293.334961 66.756 -82.4173
293.518066 66.715 -147.1031
293.701172 66.694 148.4932
293.884277 66.736 84.4319
294.067383 66.875 20.4844
294.250488 67.095 -43.7334
294.433594 67.332 -108.4150
294.616699 67.519 -173.3681
294.799805 67.644 121.8253
294.982910 67.757 57.4394
295.166016 67.926 -6.6789
295.349121 68.175 -71.0096
295.532227 68.463 -135.9227
295.715332 68.734 158.6157
295.898438 68.969 92.9113
296.081543 69.196 27.2075
296.264648 69.453 -38.5152
296.447754 69.748 -104.4386
296.630859 70.055 -170.6427
296.813965 70.345 123.0171
296.997070 70.618 56.7754
297.180176 70.902 -9.2743
297.363281 71.219 -75.2778
297.546387 71.561 -141.4840
297.729492 71.893 151.9827
297.912598 72.182 85.2121
298.095703 72.426 18.4050
298.278809 72.648 -48.3007
298.461914 72.883 -114.9350
298.645020 73.150 178.3390
298.828125 73.442 111.3595
299.011230 73.736 44.0833
299.194336 74.010 -23.4008
299.377441 74.260 -90.9469
299.560547 74.494 -158.4532
299.743652 74.729 134.0684
299.926758 74.975 66.4946
300.109863 75.221 -1.3256
300.292969 75.445 -69.4596
300.476074 75.623 -137.8362
300.659180 75.748 153.7131
300.842285 75.832 85.3438
301.025391 75.902 17.0938
301.208496 75.974 -51.1352
301.391602 76.043 -119.4818
301.574707 76.088 172.0053
301.757812 76.089 103.4167
301.940918 76.046 34.9105
302.124023 75.976 -33.4086
302.307129 75.898 -101.5563
302.490234 75.816 -169.6212
302.673340 75.721 122.3478
302.856445 75.599 54.4019
303.039551 75.452 -13.3664
303.222656 75.294 -80.9361
303.405762 75.136 -148.4020
303.588867 74.977 144.1091
303.771973 74.803 76.5705
303.955078 74.610 9.0886
304.138184 74.419 -58.2064
304.321289 74.260 -125.3069
304.504395 74.150 167.6475
304.687500 74.074 100.5110
304.870605 73.996 33.2875
305.053711 73.893 -33.8768
305.236816 73.765 -100.8493
305.419922 73.625 -167.6526
305.603027 73.480 125.5543
305.786133 73.318 58.6348
305.969238 73.130 -8.4065
306.152344 72.929 -75.4748
306.335449 72.747 -142.5421
306.518555 72.612 150.2772
306.701660 72.515 82.8379
306.884766 72.424 15.1433
307.067871 72.304 -52.6197
307.250977 72.143 -120.2291
307.434082 71.948 172.3965
307.617188 71.721 105.1669
307.800293 71.448 37.9600
